run,lumi,event,is_e,is_mu,is_ee,is_emu,is_mumu,n_jets,n_btags,lep1_pt,lep1_iso,lep1_pdgId,lep2_pt,lep2_iso,lep2_pdgId,jet1_pt,jet2_pt,jet1_CSVv2,jet2_CSVv2,jet1_JecSF,jet1_JecSF_up,jet1_JecSF_down,MET_pt,MET_phi,mll,ttHFCategory,PUWeight,bWeight,triggerSF,lepIDSF,lepISOSF,Q2_upup,Q2_downdown,pdf_up,pdf_down
1,19572,3901892,0,1,0,0,0,6,4,67.0384,0.0377,13,-1,-1,-1,108.8752,89.5475,0.8428,0.8009,1.0376,1.0112,0.9888,70.2741,1.8118,-1,53,-1.0000,0.7161,0.9826,0.9791,0.9982,0.8191,1.3591,1.0222,0.9780
1,19572,3901894,0,1,0,0,0,9,2,43.1063,0.0262,13,-1,-1,-1,116.8732,91.8039,0.0815,0.1170,1.0193,1.0105,0.9895,60.5572,2.6574,-1,53,-1.0000,0.9979,0.9814,0.9794,0.9960,0.8143,1.3755,1.0226,0.9776
1,19572,3901899,0,1,0,0,0,7,3,93.6590,0.0320,-13,-1,-1,-1,346.5262,187.0148,0.8654,0.9558,1.0889,1.0079,0.9921,85.4590,0.2869,-1,53,-1.0000,1.0568,0.9826,0.9791,0.9982,0.7987,1.7118,1.0307,0.9693
1,19572,3901903,0,1,0,0,0,5,2,213.8890,0.0080,13,-1,-1,-1,146.8610,140.6106,0.9806,0.2455,1.0641,1.0067,0.9933,76.2936,2.7391,-1,51,-1.0000,0.7649,0.9826,0.9791,0.9982,0.7961,1.5215,1.0246,0.9757
1,19572,3901907,0,1,0,0,0,4,2,31.6678,0.0974,-13,-1,-1,-1,83.0004,68.3727,0.9493,0.8062,1.0694,1.0152,0.9848,86.0492,2.5296,-1,53,-1.0000,0.9128,0.9880,0.9915,0.9989,0.8577,1.2891,1.0218,0.9782
1,19572,3901911,1,0,0,0,0,8,4,136.9745,0.0157,-11,-1,-1,-1,152.0525,82.8178,0.9598,0.1361,1.1075,1.0082,0.9918,59.4350,-0.7368,-1,53,-1.0000,0.5788,0.9834,0.9833,0.9888,0.7082,1.6216,1.0231,0.9771
1,19572,3901912,1,0,0,0,0,8,3,64.0143,0.0231,-11,-1,-1,-1,293.2799,211.2556,0.0565,0.5632,1.0503,1.0072,0.9928,29.7254,1.1008,-1,53,-1.0000,0.7301,0.9828,0.9918,0.9848,0.8823,1.2533,1.0241,0.9758
1,19572,3901914,0,1,0,0,0,5,3,354.4522,0.0057,13,-1,-1,-1,221.8605,72.0135,0.9678,0.9486,1.0490,1.0085,0.9915,62.3030,-0.3527,-1,53,-1.0000,0.7409,0.9826,0.9791,0.9982,0.8004,1.3866,1.0311,0.9688
1,19572,3901940,0,1,0,0,0,5,3,105.8136,0.0175,13,-1,-1,-1,175.6151,161.7212,0.0795,0.9871,1.0484,1.0074,0.9926,190.6721,2.3557,-1,53,-1.0000,0.5847,0.9729,0.9780,0.9995,0.6882,1.8386,1.0258,0.9743
1,19572,3901954,0,1,0,0,0,6,2,96.4403,0.0000,13,-1,-1,-1,338.6961,338.4768,0.0719,0.6213,1.0625,1.0078,0.9922,67.1939,-1.2335,-1,53,-1.0000,0.8816,0.9826,0.9791,0.9982,0.7249,1.6228,1.0282,0.9719
1,19574,3902159,0,1,0,0,0,5,3,55.2082,0.0072,-13,-1,-1,-1,81.2902,52.6027,0.1138,0.9351,1.1398,1.0158,0.9842,55.9358,-1.4091,-1,53,-1.0000,1.3261,0.9834,0.9789,0.9966,0.7171,1.7884,1.0219,0.9783
1,19574,3902160,0,1,0,0,0,5,3,80.3612,0.0497,13,-1,-1,-1,132.4753,102.6530,0.9912,0.0812,1.0436,1.0095,0.9905,120.9319,-0.6930,-1,53,-1.0000,0.5771,0.9826,0.9791,0.9982,0.6670,1.9185,1.0210,0.9791
1,19574,3902163,1,0,0,0,0,4,2,208.1229,0.0039,11,-1,-1,-1,129.6478,88.0846,0.9876,0.9955,1.0442,1.0066,0.9934,24.5900,-1.6739,-1,53,-1.0000,0.8236,0.9947,0.9995,0.9899,0.8498,1.4952,1.0210,0.9792
1,19574,3902167,0,1,0,0,0,4,3,67.5334,0.0139,13,-1,-1,-1,157.0960,147.1962,0.9943,0.8577,1.1091,1.0082,0.9918,117.0247,-1.4671,-1,53,-1.0000,0.7515,0.9826,0.9791,0.9982,0.7949,1.5704,1.0194,0.9804
1,19574,3902175,0,0,0,1,0,6,3,40.0979,0.0000,-13,35.0770,0.0339,11,218.1502,129.4632,0.3591,0.9784,1.0443,1.0067,0.9933,77.3391,-1.2682,68.8637,53,-1.0000,0.8375,0.9599,0.9646,0.9899,0.7341,1.5274,1.0224,0.9778
1,19574,3902181,1,0,0,0,0,5,3,65.5391,0.0000,-11,-1,-1,-1,170.6169,77.8952,0.7937,0.9837,1.1420,1.0076,0.9924,63.6546,-0.7759,-1,53,-1.0000,0.7214,0.9843,0.9833,0.9888,0.8293,1.3293,1.0221,0.9779
1,19574,3902190,1,0,0,0,0,5,4,52.9419,0.0316,-11,-1,-1,-1,122.9093,121.3927,0.9899,0.9604,1.1058,1.0102,0.9898,54.7589,0.3683,-1,53,-1.0000,0.4931,0.9815,1.0028,0.9899,0.8099,1.3925,1.0226,0.9774
1,19574,3902192,0,0,0,1,0,4,2,42.8024,0.0000,-11,39.8124,0.0242,13,44.4071,37.8293,0.8639,0.1290,1.1442,1.0247,0.9753,112.6574,1.6483,107.6353,51,-1.0000,0.7928,0.9719,0.9222,0.9840,0.8697,1.3495,1.0165,0.9833
1,19574,3902204,0,0,0,1,0,4,3,51.8249,0.0227,11,34.0783,0.2479,-13,197.2921,143.4284,0.1898,0.9864,1.1159,1.0070,0.9930,32.4743,0.8182,86.0679,0,-1.0000,0.6804,0.9599,0.9757,0.9908,0.7227,1.7388,1.0220,0.9782
1,19574,3902214,0,0,1,0,0,4,3,97.1799,0.0000,-11,61.9159,0.0083,11,194.6266,66.9358,0.9889,0.2643,1.0543,1.0069,0.9931,87.9991,-3.0047,147.0118,53,-1.0000,0.9318,0.9578,0.9845,0.9768,0.7946,1.3797,1.0329,0.9673
1,19574,3902257,0,1,0,0,0,7,4,129.5523,0.0602,-13,-1,-1,-1,221.0040,87.6513,0.0869,0.9989,1.0574,1.0066,0.9934,133.6733,1.6658,-1,53,-1.0000,0.6709,0.9826,0.9791,0.9982,0.7850,1.4263,1.0222,0.9780
1,19574,3902263,0,1,0,0,0,4,2,31.3028,0.0065,13,-1,-1,-1,187.1398,120.2967,0.6627,0.9957,1.1220,1.0072,0.9928,84.5256,0.9440,-1,51,-1.0000,0.6507,0.9763,0.9805,0.9946,0.8071,1.3802,1.0364,0.9634
1,19574,3902267,0,1,0,0,0,6,2,40.4719,0.0470,13,-1,-1,-1,94.3519,77.8406,0.9717,0.1884,1.0453,1.0130,0.9870,157.1296,1.6171,-1,51,-1.0000,0.6355,0.9814,0.9794,0.9960,0.8248,1.3623,1.0223,0.9777
1,19574,3902270,0,1,0,0,0,7,3,31.9532,0.0000,-13,-1,-1,-1,174.7099,137.5541,0.1320,0.9725,1.1391,1.0075,0.9925,77.3876,1.0334,-1,53,-1.0000,1.5074,0.9880,0.9915,0.9989,0.7279,1.6461,1.0175,0.9824
1,19574,3902274,1,0,0,0,0,5,2,204.2442,0.0127,11,-1,-1,-1,449.8116,408.1836,0.9244,0.1050,1.0599,1.0095,0.9905,183.3162,0.7249,-1,52,-1.0000,1.1183,1.0014,0.9918,0.9848,0.8003,1.3496,1.0275,0.9725
1,19574,3902287,0,1,0,0,0,4,2,63.0478,0.0038,13,-1,-1,-1,151.8615,132.0886,0.0788,0.6865,1.0721,1.0084,0.9916,34.7710,-2.6344,-1,53,-1.0000,0.8614,0.9826,0.9791,0.9982,0.7054,1.5725,1.0194,0.9804
1,19574,3902294,1,0,0,0,0,5,2,30.1594,0.0141,11,-1,-1,-1,443.7866,304.5819,0.7236,0.9920,1.0965,1.0100,0.9900,57.3325,-2.8535,-1,0,-1.0000,0.5925,0.9640,0.9851,0.9857,0.8001,1.5971,1.0260,0.9739
1,19574,3902299,1,0,0,0,0,7,2,106.7156,0.0000,11,-1,-1,-1,112.0794,95.2178,0.9885,0.1425,1.1357,1.0096,0.9904,54.8655,-0.7887,-1,53,-1.0000,0.7595,1.0295,0.9580,0.9857,0.9087,1.4629,1.0177,0.9822
1,19574,3902318,0,1,0,0,0,4,3,29.1338,0.0717,13,-1,-1,-1,138.2926,117.3647,0.1955,0.9986,1.0442,1.0091,0.9909,106.7275,0.4506,-1,53,-1.0000,0.7262,0.9879,0.9920,0.9954,0.8136,1.3463,1.0218,0.9782
1,19574,3902321,0,1,0,0,0,5,2,25.3209,0.0262,13,-1,-1,-1,103.5958,66.2689,0.4104,0.9857,1.0677,1.0123,0.9877,33.6418,-1.8720,-1,53,-1.0000,0.8295,0.9642,0.9782,0.9937,0.8276,1.3950,1.0216,0.9785
1,19574,3902322,0,1,0,0,0,7,3,70.1824,0.0031,13,-1,-1,-1,234.0023,228.8530,0.9871,0.2751,1.0775,1.0070,0.9930,17.1328,-1.9937,-1,51,-1.0000,1.0696,0.9826,0.9791,0.9982,0.7102,1.8157,1.0214,0.9788
1,19574,3902327,0,0,1,0,0,4,2,190.3635,0.0140,11,23.5052,0.0000,-11,71.6294,38.8249,0.8798,0.1692,1.0705,1.0068,0.9932,148.9603,-1.4264,243.0744,51,-1.0000,0.5278,0.9499,0.9497,0.9868,0.7684,1.5447,1.0226,0.9777
1,19574,3902334,0,1,0,0,0,5,2,47.2932,0.0000,-13,-1,-1,-1,93.7269,84.3501,0.9746,0.2139,1.0550,1.0132,0.9868,41.9743,-1.0887,-1,53,-1.0000,1.1210,0.9814,0.9794,0.9960,0.8884,1.2303,1.0292,0.9707
1,19574,3902340,0,1,0,0,0,5,3,32.6313,0.0132,13,-1,-1,-1,196.3553,106.0330,0.9808,0.1865,1.0667,1.0070,0.9930,147.2601,-2.0332,-1,53,-1.0000,0.7396,0.9880,0.9915,0.9989,0.8031,1.3713,1.0347,0.9651
1,19574,3902343,0,0,0,1,0,5,3,41.7442,0.0142,-13,22.8940,0.0094,11,100.7571,57.7332,0.7665,0.8237,1.0942,1.0129,0.9871,95.8829,0.7569,58.1498,53,-1.0000,0.7129,0.9599,0.9369,0.9859,0.8385,1.4137,1.0171,0.9828
1,19574,3902353,0,0,0,1,0,6,2,195.2833,0.0013,13,93.6629,0.0051,-11,152.3133,114.8644,0.0766,0.9598,1.0586,1.0067,0.9933,117.4454,-0.5889,217.1660,51,-1.0000,0.4675,0.9599,0.9711,0.9830,0.8010,1.3719,1.0199,0.9800
1,19574,3902356,0,1,0,0,0,8,3,86.6089,0.0143,13,-1,-1,-1,96.7585,81.1550,0.1684,0.1710,1.0259,1.0127,0.9873,166.2040,-2.2889,-1,53,-1.0000,0.6067,0.9826,0.9791,0.9982,0.8245,1.5743,1.0175,0.9824
1,19575,3902366,0,1,0,0,0,7,3,59.1255,0.0058,-13,-1,-1,-1,124.8017,97.2802,0.3151,0.8807,1.1349,1.0102,0.9898,237.7385,0.8870,-1,53,-1.0000,0.7300,0.9834,0.9789,0.9966,0.7352,1.5473,1.0844,0.9153
1,19575,3902375,1,0,0,0,0,6,3,156.6544,0.0323,-11,-1,-1,-1,166.0376,152.2773,0.3530,0.9907,1.1102,1.0073,0.9927,94.1656,-0.0407,-1,53,-1.0000,0.6865,1.0133,0.9725,0.9897,0.7382,1.7118,1.0664,0.9333
1,19575,3902376,0,1,0,0,0,5,3,39.3592,0.0000,13,-1,-1,-1,345.0893,124.5878,0.8617,0.9975,1.0614,1.0079,0.9921,158.7755,-2.2463,-1,53,-1.0000,0.8454,0.9747,0.9730,1.0009,0.7588,1.4109,1.0219,0.9782
1,19575,3902387,0,0,0,1,0,6,2,70.4844,0.0000,11,56.9155,0.0472,-13,284.9008,122.7205,0.4281,0.4558,1.0599,1.0071,0.9929,298.3179,-2.4457,107.4691,53,-1.0000,2.2098,0.9599,0.9785,0.9865,0.8298,1.3813,1.0248,0.9751
1,19575,3902417,0,1,0,0,0,5,2,127.1129,0.0000,13,-1,-1,-1,103.1641,61.7084,0.6233,0.6149,1.0386,1.0095,0.9905,32.6426,-2.5665,-1,53,-1.0000,0.8890,0.9826,0.9791,0.9982,0.8080,1.3686,1.0229,0.9771
1,19575,3902433,1,0,0,0,0,6,3,46.8451,0.0044,11,-1,-1,-1,171.8318,134.1592,0.0752,0.9984,1.0945,1.0076,0.9924,32.6603,-0.9395,-1,53,-1.0000,1.1499,0.9770,0.9904,0.9909,0.7997,1.3816,1.0298,0.9701
1,19575,3902434,1,0,0,0,0,6,3,55.0206,0.0000,11,-1,-1,-1,224.8725,211.2786,0.9214,0.2768,1.1390,1.0068,0.9932,15.8369,-0.5522,-1,51,-1.0000,0.6171,0.9926,0.9850,0.9868,0.7228,1.5423,1.0356,0.9649
1,19575,3902436,0,1,0,0,0,6,2,50.4796,0.0000,13,-1,-1,-1,182.2554,134.0322,0.1541,0.9955,1.0623,1.0072,0.9928,98.8805,-2.7772,-1,53,-1.0000,1.4498,0.9834,0.9789,0.9966,0.9457,1.4288,1.0225,0.9778
1,19575,3902440,0,1,0,0,0,4,2,72.9932,0.0868,-13,-1,-1,-1,231.3834,131.8972,0.4019,0.8767,1.1256,1.0067,0.9933,60.6952,-0.0353,-1,53,-1.0000,1.0232,0.9826,0.9791,0.9982,0.7745,1.6022,1.0212,0.9787
1,19575,3902448,0,1,0,0,0,6,4,98.4062,0.0035,-13,-1,-1,-1,216.5723,94.0930,0.9760,0.1796,1.0500,1.0068,0.9932,18.6184,0.6150,-1,53,-1.0000,0.6101,0.9826,0.9791,0.9982,0.7725,1.6042,1.0201,0.9800
1,19575,3902455,1,0,0,0,0,4,2,87.6725,0.0000,-11,-1,-1,-1,241.8516,121.3852,0.1214,0.9791,1.0844,1.0067,0.9933,86.7555,-2.7394,-1,51,-1.0000,1.2709,0.9843,0.9833,0.9888,0.7544,1.5836,1.0209,0.9791
1,19575,3902459,1,0,0,0,0,6,2,102.1300,0.0000,11,-1,-1,-1,93.9859,79.4453,0.9811,0.9899,1.0436,1.0115,0.9885,69.7227,3.0856,-1,0,-1.0000,0.4981,1.0014,0.9918,0.9848,0.8211,1.3316,1.0172,0.9828
1,19575,3902467,0,1,0,0,0,6,3,29.5864,0.0373,13,-1,-1,-1,285.4075,130.1021,0.0606,0.3988,1.0622,1.0072,0.9928,99.6654,-0.4297,-1,53,-1.0000,0.6642,0.9642,0.9782,0.9937,0.7647,1.5956,1.0985,0.9015
1,19575,3902469,0,1,0,0,0,6,2,97.2229,0.0000,13,-1,-1,-1,138.8676,111.5349,0.9966,0.1602,1.0390,1.0091,0.9909,84.6222,2.1366,-1,51,-1.0000,1.1317,0.9826,0.9791,0.9982,0.8116,1.3570,1.0324,0.9676
1,19575,3902470,1,0,0,0,0,9,3,44.0134,0.0095,11,-1,-1,-1,259.7337,254.5808,0.9832,0.2588,1.0493,1.0068,0.9932,63.5597,0.7622,-1,53,-1.0000,0.6231,0.9880,0.9864,0.9970,0.8387,1.3047,1.0331,0.9669
1,19575,3902473,0,0,0,0,1,3,2,197.0592,0.0107,-13,112.8894,0.0136,13,142.4023,99.7318,0.9541,0.2878,1.0511,1.0067,0.9933,131.5037,-2.7352,386.2809,51,-1.0000,0.8339,0.9330,0.9757,0.9975,0.7512,1.7122,1.0254,0.9746
1,19575,3902486,1,0,0,0,0,5,4,58.4656,0.0000,11,-1,-1,-1,183.5668,149.9666,0.9632,0.9445,1.0814,1.0073,0.9927,45.5002,2.3394,-1,51,-1.0000,1.4293,0.9645,0.9580,0.9857,0.8964,1.2278,1.0575,0.9427
1,19575,3902489,0,1,0,0,0,6,3,87.5250,0.0102,-13,-1,-1,-1,151.7677,144.2353,0.9985,0.1489,1.0438,1.0083,0.9917,79.3888,0.8143,-1,53,-1.0000,0.9569,0.9826,0.9791,0.9982,0.7184,1.8211,1.0196,0.9805
1,19575,3902497,0,1,0,0,0,5,2,77.1779,0.0155,-13,-1,-1,-1,88.8131,86.8434,0.3616,0.9990,1.0948,1.0143,0.9857,76.6340,-3.0094,-1,51,-1.0000,0.6714,0.9826,0.9791,0.9982,0.8369,1.3409,1.0277,0.9720
1,19575,3902512,1,0,0,0,0,7,3,79.2912,0.0764,-11,-1,-1,-1,125.4509,100.2113,0.1897,0.9947,1.1372,1.0102,0.9898,108.0695,-1.0478,-1,53,-1.0000,0.7546,0.9854,0.9995,0.9899,0.8220,1.3385,1.0206,0.9796
1,19575,3902515,0,1,0,0,0,6,4,190.0115,0.0148,13,-1,-1,-1,231.0156,156.4220,0.9883,0.1068,1.0563,1.0067,0.9933,51.9519,1.4417,-1,53,-1.0000,0.5605,0.9826,0.9791,0.9982,0.7503,1.4462,1.0297,0.9707
1,19575,3902520,0,1,0,0,0,8,4,88.8983,0.0576,13,-1,-1,-1,331.5423,95.4567,0.5331,0.9830,1.0810,1.0077,0.9923,70.5808,2.4917,-1,53,-1.0000,1.0816,0.9826,0.9791,0.9982,0.8422,1.2975,1.0214,0.9786
1,19575,3902522,0,1,0,0,0,8,2,241.0272,0.0093,13,-1,-1,-1,174.1119,163.4039,0.9648,0.9888,1.1313,1.0070,0.9930,95.8063,0.8321,-1,53,-1.0000,1.7670,0.9923,0.9965,0.9993,0.7787,1.4221,1.0252,0.9748
1,19575,3902527,0,1,0,0,0,7,3,100.3595,0.0000,-13,-1,-1,-1,178.0295,130.9388,0.9498,0.0904,1.0670,1.0072,0.9928,42.3721,0.0094,-1,53,-1.0000,0.7144,0.9826,0.9791,0.9982,0.8664,1.3928,1.0238,0.9762
1,19575,3902533,0,1,0,0,0,6,2,32.4857,0.0000,-13,-1,-1,-1,223.4173,218.4519,0.8557,0.2549,1.1167,1.0069,0.9931,61.8738,3.0160,-1,53,-1.0000,2.0787,0.9880,0.9915,0.9989,0.7937,1.3862,1.0222,0.9778
1,19575,3902539,0,1,0,0,0,8,3,66.2548,0.0364,13,-1,-1,-1,389.1545,135.2235,0.9663,0.0695,1.0981,1.0089,0.9911,151.5619,-2.2864,-1,51,-1.0000,1.1590,0.9729,0.9780,0.9995,0.8548,1.3760,1.0210,0.9788
1,19575,3902552,0,0,0,1,0,5,1,143.4905,0.0022,13,63.9591,0.0000,-11,171.3142,84.6207,0.9608,0.7996,1.0672,1.0076,0.9924,118.5556,-1.3075,176.0354,53,-1.0000,0.9235,0.9599,0.9711,0.9830,0.8252,1.3672,1.0246,0.9753
1,19575,3902554,0,1,0,0,0,4,4,42.3337,0.0000,13,-1,-1,-1,138.3436,72.0160,0.9820,0.9921,1.1177,1.0092,0.9908,111.5408,2.1858,-1,53,-1.0000,0.5973,0.9814,0.9794,0.9960,0.7672,1.3923,1.0195,0.9804
1,19575,3902556,0,1,0,0,0,5,4,106.4356,0.0542,13,-1,-1,-1,87.4186,85.5156,0.9773,0.9981,1.1029,1.0102,0.9898,53.4523,0.4598,-1,51,-1.0000,0.6507,0.9923,0.9965,0.9993,0.8345,1.3396,1.0209,0.9789
1,19583,3903958,0,0,0,1,0,4,2,33.1238,0.1152,-13,24.3757,0.0484,11,105.3249,98.5403,0.9863,0.8207,1.0357,1.0118,0.9882,130.0448,-1.2723,74.0336,51,-1.0000,0.8801,0.9719,0.9468,0.9842,0.8396,1.3013,1.0239,0.9760
1,19583,3903965,1,0,0,0,0,6,2,33.5570,0.0000,11,-1,-1,-1,86.1636,83.6309,0.1863,0.4182,1.1008,1.0148,0.9852,61.9220,-2.0842,-1,51,-1.0000,0.8842,0.9474,0.9828,0.9939,0.8532,1.2931,1.0340,0.9662
1,19583,3903980,1,0,0,0,0,7,2,85.4918,0.0000,11,-1,-1,-1,250.1141,93.3939,0.1839,0.9016,1.0644,1.0068,0.9932,21.7494,2.2733,-1,53,-1.0000,0.9380,0.9854,0.9995,0.9899,0.8302,1.3675,1.0202,0.9799
1,19583,3903987,0,1,0,0,0,6,4,52.5447,0.0104,-13,-1,-1,-1,146.5485,104.0093,0.8482,0.7995,1.0691,1.0087,0.9913,91.5568,-0.6309,-1,53,-1.0000,0.6821,0.9918,0.9945,0.9985,0.7308,1.6831,1.0225,0.9777
1,19583,3903988,1,0,0,0,0,6,3,150.5031,0.0000,-11,-1,-1,-1,171.1357,107.6928,0.9054,0.3663,1.0872,1.0078,0.9922,57.8351,2.9668,-1,54,-1.0000,0.5691,1.0014,0.9918,0.9848,0.7809,1.4862,1.0258,0.9742
1,19583,3903991,0,1,0,0,0,5,4,87.2325,0.0112,13,-1,-1,-1,90.8751,65.9725,0.9882,0.9946,1.0377,1.0132,0.9868,67.6586,-3.0940,-1,51,-1.0000,0.5066,0.9826,0.9791,0.9982,0.8025,1.3481,1.0188,0.9813
1,19583,3903992,0,1,0,0,0,4,2,32.5719,0.0547,-13,-1,-1,-1,153.2981,104.4828,0.3135,0.1575,1.0389,1.0083,0.9917,117.1319,1.7910,-1,53,-1.0000,0.9679,0.9763,0.9805,0.9946,0.8100,1.3633,1.0225,0.9778
1,19583,3903997,0,1,0,0,0,6,2,27.3702,0.0000,13,-1,-1,-1,512.6308,384.1742,0.1822,0.8674,1.0582,1.0104,0.9896,185.7432,1.5542,-1,51,-1.0000,0.6651,0.9642,0.9782,0.9937,0.7539,1.6027,1.0191,0.9810
1,19583,3904003,0,1,0,0,0,4,2,49.0172,0.0344,13,-1,-1,-1,141.9507,137.2063,0.8865,0.3768,1.1095,1.0090,0.9910,213.1060,2.1913,-1,53,-1.0000,0.9154,0.9814,0.9794,0.9960,0.8263,1.3166,1.0347,0.9654
1,19583,3904006,0,1,0,0,0,7,3,128.2822,0.0218,-13,-1,-1,-1,274.4100,167.1677,0.3210,0.8878,1.1213,1.0070,0.9930,53.0943,-0.3231,-1,53,-1.0000,0.7419,0.9826,0.9791,0.9982,0.9008,1.2257,1.0281,0.9718
1,19583,3904018,0,0,0,0,1,3,2,59.1239,0.0034,13,53.8366,0.0000,-13,102.9409,56.7366,0.9886,0.9022,1.0305,1.0122,0.9878,65.9840,-0.3852,203.3664,51,-1.0000,0.6608,0.9511,0.9666,0.9972,0.7911,1.4205,1.0255,0.9747
1,19583,3904026,1,0,0,0,0,5,2,181.3212,0.0048,11,-1,-1,-1,193.0205,153.7000,0.9911,0.7309,1.0420,1.0069,0.9931,85.6067,1.2680,-1,53,-1.0000,0.8254,1.0014,0.9918,0.9848,0.7968,1.5718,1.0211,0.9788
1,19583,3904034,1,0,0,0,0,5,4,87.2139,0.0000,11,-1,-1,-1,107.8439,104.1840,0.9097,0.3400,1.0529,1.0117,0.9883,80.4862,-1.0263,-1,53,-1.0000,0.6086,0.9843,0.9833,0.9888,0.8250,1.3836,1.0182,0.9816
1,19583,3904038,0,1,0,0,0,5,2,42.2807,0.0559,-13,-1,-1,-1,66.0569,55.4283,0.5048,0.9970,1.0335,1.0184,0.9816,34.1412,1.3628,-1,53,-1.0000,0.8385,0.9780,0.9728,0.9983,0.7385,1.5677,1.0167,0.9833
1,19583,3904049,0,1,0,0,0,5,2,51.8471,0.1084,13,-1,-1,-1,192.9455,143.6956,0.0777,0.9974,1.0418,1.0069,0.9931,90.5220,-2.8408,-1,51,-1.0000,0.6936,0.9918,0.9945,0.9985,0.8144,1.3807,1.0248,0.9752
1,19583,3904061,1,0,0,0,0,5,3,160.8189,0.0155,-11,-1,-1,-1,257.7754,115.0163,0.9884,0.9033,1.0758,1.0068,0.9932,113.7822,-2.8320,-1,51,-1.0000,0.6238,1.0014,0.9918,0.9848,0.8318,1.3185,1.0428,0.9571
1,19583,3904062,1,0,0,0,0,4,2,89.7175,0.0155,11,-1,-1,-1,97.8158,73.3332,0.9934,0.9249,1.0731,1.0124,0.9876,61.1594,2.5153,-1,51,-1.0000,0.7113,0.9843,0.9833,0.9888,0.7853,1.3719,1.0182,0.9818
1,19583,3904083,0,0,0,1,0,7,3,52.5418,0.0111,13,19.1257,0.0000,-11,113.5029,83.3286,0.1625,0.8364,1.0468,1.0110,0.9890,153.3170,-1.5580,73.2154,51,-1.0000,0.5377,0.9599,0.9428,0.9207,0.7498,1.6830,1.0306,0.9692
1,19583,3904088,1,0,0,0,0,7,4,53.2814,0.0199,11,-1,-1,-1,160.2407,158.1832,0.8393,0.8857,1.0550,1.0079,0.9921,87.0358,3.0249,-1,53,-1.0000,0.7044,0.9815,1.0028,0.9899,0.7537,1.4033,1.0226,0.9776
1,19583,3904107,0,0,0,0,1,5,3,55.6423,0.0112,13,17.5514,0.2179,-13,54.6381,50.2907,0.0820,0.9921,1.0486,1.0197,0.9803,44.3436,2.9369,31.6575,53,-1.0000,0.7627,0.9340,0.9726,0.9804,0.7169,1.7380,1.0408,0.9589
1,19583,3904120,0,1,0,0,0,5,3,38.8912,0.0000,-13,-1,-1,-1,173.7967,149.5440,-0.1000,0.9590,1.1464,1.0076,0.9924,183.1320,-2.0705,-1,53,-1.0000,1.4066,0.9763,0.9805,0.9946,0.8413,1.2996,1.0291,0.9708
1,19583,3904124,0,1,0,0,0,4,3,38.6237,0.0839,13,-1,-1,-1,126.8868,74.3285,0.9560,0.1307,1.1414,1.0101,0.9899,82.3908,2.3212,-1,53,-1.0000,0.6447,0.9880,0.9915,0.9989,0.8476,1.3040,1.0378,0.9623
1,19583,3904134,0,1,0,0,0,4,3,25.1015,0.0435,13,-1,-1,-1,181.5838,92.8902,0.5348,0.9457,1.0883,1.0073,0.9927,118.3660,-1.3843,-1,53,-1.0000,0.8648,0.9699,0.9637,0.9975,0.7665,1.3968,1.0465,0.9533
1,19583,3904136,0,0,0,1,0,3,2,111.0290,0.0039,-13,37.0167,0.0180,11,185.9397,43.6961,0.9886,0.3090,1.0660,1.0071,0.9929,64.1485,-1.0255,95.1109,51,-1.0000,0.7208,0.9785,0.9829,0.9901,0.8459,1.3540,1.0219,0.9779
1,19583,3904155,0,1,0,0,0,6,4,39.0613,0.0824,13,-1,-1,-1,404.6866,173.4337,0.3341,0.0778,1.0770,1.0088,0.9912,200.8614,-1.0759,-1,53,-1.0000,0.8309,0.9880,0.9915,0.9989,0.7800,1.4575,1.0188,0.9812
1,19585,3904366,0,1,0,0,0,8,2,56.7504,0.0126,13,-1,-1,-1,187.7239,132.4231,0.0968,0.9552,1.0479,1.0071,0.9929,25.5687,-2.9553,-1,53,-1.0000,0.4348,0.9918,0.9945,0.9985,0.7709,1.4535,1.0977,0.9018
1,19585,3904367,0,0,1,0,0,4,2,45.0595,0.0000,-11,20.3129,0.0000,11,71.4056,62.4754,0.9211,0.3724,1.0073,1.0169,0.9831,41.4684,-2.0080,33.1586,53,-1.0000,1.1408,0.9578,0.9657,0.9805,0.7307,1.6153,1.0192,0.9809
1,19585,3904378,0,0,0,0,1,2,2,49.6693,0.0062,13,20.6948,0.0015,-13,180.8576,142.8555,0.9887,0.9961,1.0561,1.0072,0.9928,293.0705,0.2697,46.1805,51,-1.0000,0.7232,0.9300,0.9399,0.9893,0.8258,1.3087,1.0249,0.9750
1,19585,3904384,0,1,0,0,0,6,3,65.0945,0.0000,-13,-1,-1,-1,84.2325,65.1148,0.0751,0.9950,1.0339,1.0148,0.9852,12.6392,-2.6850,-1,53,-1.0000,0.5805,0.9826,0.9791,0.9982,0.7300,1.6423,1.0178,0.9822
1,19585,3904387,1,0,0,0,0,6,2,217.6895,0.0000,11,-1,-1,-1,199.6979,182.4758,0.1089,0.6384,1.0846,1.0067,0.9933,89.9187,-2.7921,-1,53,-1.0000,1.2948,0.9834,0.9833,0.9888,0.7727,1.6055,1.0254,0.9747
1,19585,3904388,1,0,0,0,0,7,4,119.4393,0.0697,-11,-1,-1,-1,190.7717,185.4394,0.8968,0.9864,1.1219,1.0072,0.9928,233.7037,0.4667,-1,53,-1.0000,0.9136,0.9947,0.9995,0.9899,0.6665,1.6445,1.0220,0.9782
